Appareil suivi;ID logement;Consommation annuelle  AN1;Consommation annuelle AN2;Type
Eau chaude sanitaire;907;696,7;501,5;JOULE
Eau chaude sanitaire;909;1393,7;1277,3;JOULE
Eau chaude sanitaire;910;1147,4;;JOULE
Eau chaude sanitaire;911;153,6;142,9;JOULE
Eau chaude sanitaire;911;1262,0;1471,5;JOULE
Eau chaude sanitaire;912;748,8;800,7;JOULE
Eau chaude sanitaire;1001;754,4;423,7;JOULE
Eau chaude sanitaire;1002;750,9;748,9;JOULE
Eau chaude sanitaire;1003;1326,4;1183,6;JOULE
Eau chaude sanitaire;1006;2210,8;2397,7;JOULE
Eau chaude sanitaire;1008;3525,1;;JOULE
Eau chaude sanitaire;1010;1442,4;1423,3;JOULE
Eau chaude sanitaire;120;;992,7;JOULE
Eau chaude sanitaire;320;;211,0;JOULE
Eau chaude sanitaire;720;;1382,0;JOULE
Eau chaude sanitaire;721;;1397,6;JOULE
Eau chaude sanitaire;921;;1906,2;JOULE
Eclairage;101;23,6;17,2;
Eclairage;102;93,9;105,8;
Eclairage;103;335,2;222,4;
Eclairage;104;225,3;;
Eclairage;105;57,0;51,0;
Eclairage;106;28,7;;
Eclairage;107;177,1;103,9;
Eclairage;108;59,1;;
Eclairage;109;23,1;;
Eclairage;110;25,9;15,9;
Eclairage;120;;34,3;
Eclairage;121;;203,8;
Eclairage;122;;82,3;
Eclairage;123;;384,5;
Eclairage;201;175,8;384,0;
Eclairage;202;70,2;101,0;
Eclairage;203;23,0;29,2;
Eclairage;204;24,8;25,6;
Eclairage;205;64,1;73,3;
Eclairage;206;235,2;338,1;
Eclairage;207;29,6;36,2;
Eclairage;208;114,5;;
Eclairage;209;53,8;90,0;
Eclairage;210;98,9;125,4;
Eclairage;301;31,1;14,8;
Eclairage;302;44,4;35,3;
Eclairage;303;556,0;412,5;
Eclairage;304;307,9;;
Eclairage;305;260,6;268,8;
Eclairage;306;172,0;177,0;
Eclairage;307;64,5;;
Eclairage;308;59,7;58,1;
Eclairage;309;75,0;43,1;
Eclairage;310;71,7;92,9;
Eclairage;311;237,9;265,4;
Eclairage;320;;3,0;
Eclairage;326;;99,1;
Eclairage;401;84,9;;
Eclairage;402;77,7;77,9;
Eclairage;403;107,4;10,4;
Eclairage;404;67,4;65,8;
Eclairage;405;145,4;27,0;
Eclairage;406;333,9;366,7;
Eclairage;407;81,2;30,7;
Eclairage;408;32,1;;
Eclairage;409;107,3;85,6;
Eclairage;410;128,5;44,0;
Eclairage;420;;9,1;
Eclairage;421;;88,7;
Eclairage;501;108,3;;
Eclairage;502;193,4;196,6;
Eclairage;503;126,7;107,3;
Eclairage;504;95,8;84,0;
Eclairage;505;69,7;57,6;
Eclairage;506;5,4;6,4;
Eclairage;507;161,5;87,9;
Eclairage;508;72,4;88,1;
Eclairage;509;351,1;;
Eclairage;510;299,8;297,1;
Eclairage;520;;29,6;
Eclairage;601;280,4;370,6;
Eclairage;602;54,9;66,2;
Eclairage;603;83,8;60,9;
Eclairage;604;105,3;213,8;
Eclairage;605;194,4;146,4;
Eclairage;606;141,9;91,2;
Eclairage;607;171,6;199,9;
Eclairage;608;75,7;77,6;
Eclairage;620;;195,5;
Eclairage;701;225,1;;
Eclairage;702;123,8;94,7;
Eclairage;703;333,9;214,8;
Eclairage;704;282,0;193,3;
Eclairage;705;195,7;143,5;
Eclairage;706;441,0;459,9;
Eclairage;707;99,6;98,3;
Eclairage;708;62,9;;
Eclairage;709;204,7;171,6;
Eclairage;720;;187,5;
Eclairage;721;;674,4;
Eclairage;722;;157,3;
Eclairage;801;49,5;48,1;
Eclairage;802;302,1;;
Eclairage;803;245,7;457,6;
Eclairage;804;211,0;196,6;
Eclairage;805;227,9;253,1;
Eclairage;806;72,4;59,5;
Eclairage;807;92,8;124,6;
Eclairage;808;62,6;;
Eclairage;809;384,9;;
Eclairage;810;43,4;89,5;
Eclairage;820;;19,0;
Eclairage;821;;9,7;
Eclairage;822;;24,5;
Eclairage;823;;125,3;
Eclairage;901;13,3;16,6;
Eclairage;902;452,2;382,8;
Eclairage;903;142,3;116,7;
Eclairage;904;190,4;;
Eclairage;905;25,2;28,2;
Eclairage;906;64,3;;
Eclairage;907;26,0;21,6;
Eclairage;908;43,1;46,6;
Eclairage;909;42,4;43,5;
Eclairage;910;45,9;;
Eclairage;911;620,9;1562,1;
Eclairage;912;69,3;172,0;
Eclairage;921;;67,3;
Eclairage;922;;45,3;
Eclairage;1001;54,2;8,4;
Eclairage;1002;158,5;111,4;
Eclairage;1003;38,2;37,6;
Eclairage;1004;140,7;169,3;
Eclairage;1005;267,4;401,6;
Eclairage;1006;337,8;221,4;
Eclairage;1007;110,6;123,4;
Eclairage;1008;102,7;;
Eclairage;1009;220,3;234,7;
Eclairage;1010;208,1;199,5;
Eclairage;1011;247,5;249,4;
Enceintes;304;36,8;;
Enceintes;702;15,8;2,2;
Enceintes;401;10,9;;
Enceintes;410;6,5;5,2;
Enceintes;909;0,3;;
Enceintes;409;0,2;0,1;
Enceintes;122;;3,0;
Enceintes;326;;21,3;
Enceintes;206;;78,6;
Four Micro-ondes;101;19,1;22,0;
Four Micro-ondes;102;38,1;11,7;
Four Micro-ondes;103;24,1;30,4;
Four Micro-ondes;104;23,6;;
Four Micro-ondes;105;40,2;41,3;
Four Micro-ondes;106;34,6;;
Four Micro-ondes;106;5,4;;
Four Micro-ondes;107;43,9;31,4;
Four Micro-ondes;108;65,6;;
Four Micro-ondes;109;9,8;;
Four Micro-ondes;110;29,0;18,9;
Four Micro-ondes;201;17,9;19,3;
Four Micro-ondes;202;57,1;64,8;
Four Micro-ondes;203;25,4;21,2;
Four Micro-ondes;204;14,8;22,4;
Four Micro-ondes;205;28,6;31,8;
Four Micro-ondes;206;87,0;74,5;
Four Micro-ondes;207;11,7;11,5;
Four Micro-ondes;208;0,0;;
Four Micro-ondes;209;68,5;69,5;
Four Micro-ondes;210;44,3;35,7;
Four Micro-ondes;302;6,1;7,3;
Four Micro-ondes;303;80,8;63,2;
Four Micro-ondes;304;37,8;;
Four Micro-ondes;305;46,3;48,6;
Four Micro-ondes;306;55,9;66,5;
Four Micro-ondes;307;33,9;;
Four Micro-ondes;308;16,4;11,6;
Four Micro-ondes;309;44,6;50,2;
Four Micro-ondes;310;15,3;17,3;
Four Micro-ondes;401;28,9;;
Four Micro-ondes;402;47,1;34,9;
Four Micro-ondes;403;23,3;42,3;
Four Micro-ondes;404;12,5;18,6;
Four Micro-ondes;406;37,9;22,7;
Four Micro-ondes;409;24,5;35,9;
Four Micro-ondes;410;42,4;49,7;
Four Micro-ondes;502;42,6;46,8;
Four Micro-ondes;503;70,6;68,8;
Four Micro-ondes;504;31,4;46,3;
Four Micro-ondes;505;47,3;51,7;
Four Micro-ondes;506;27,6;28,6;
Four Micro-ondes;508;18,3;16,3;
Four Micro-ondes;509;169,3;;
Four Micro-ondes;510;47,9;52,2;
Four Micro-ondes;601;120,6;147,0;
Four Micro-ondes;602;35,8;38,6;
Four Micro-ondes;603;10,5;7,3;
Four Micro-ondes;604;18,9;29,3;
Four Micro-ondes;605;27,2;36,9;
Four Micro-ondes;606;23,2;36,0;
Four Micro-ondes;607;30,4;36,4;
Four Micro-ondes;608;8,1;13,6;
Four Micro-ondes;701;66,6;;
Four Micro-ondes;702;29,2;35,9;
Four Micro-ondes;703;29,5;48,6;
Four Micro-ondes;704;95,0;95,5;
Four Micro-ondes;705;65,5;50,4;
Four Micro-ondes;707;9,1;11,7;
Four Micro-ondes;708;19,5;;
Four Micro-ondes;709;28,5;40,6;
Four Micro-ondes;802;66,1;;
Four Micro-ondes;803;59,8;58,3;
Four Micro-ondes;804;87,5;84,1;
Four Micro-ondes;804;43,2;24,0;
Four Micro-ondes;805;68,8;57,4;
Four Micro-ondes;807;10,6;11,3;
Four Micro-ondes;808;28,0;;
Four Micro-ondes;809;44,2;;
Four Micro-ondes;810;46,1;53,9;
Four Micro-ondes;902;54,0;30,9;
Four Micro-ondes;903;31,6;32,5;
Four Micro-ondes;904;9,0;;
Four Micro-ondes;905;33,0;28,9;
Four Micro-ondes;906;45,7;;
Four Micro-ondes;907;21,4;13,1;
Four Micro-ondes;908;13,9;15,0;
Four Micro-ondes;909;38,2;83,2;
Four Micro-ondes;910;23,8;;
Four Micro-ondes;912;60,7;63,4;
Four Micro-ondes;1001;34,0;17,9;
Four Micro-ondes;1002;39,0;41,6;
Four Micro-ondes;1004;22,9;16,8;
Four Micro-ondes;1005;17,3;15,4;
Four Micro-ondes;1006;45,9;55,4;
Four Micro-ondes;1008;58,4;;
Four Micro-ondes;1009;39,6;45,1;
Four Micro-ondes;1010;81,0;78,3;
Four Micro-ondes;1011;61,3;65,3;
Four Micro-ondes;121;;11,5;
Four Micro-ondes;122;;49,4;
Four Micro-ondes;420;;23,3;
Four Micro-ondes;421;;36,1;
Four Micro-ondes;520;;4,5;
Four Micro-ondes;620;;7,3;
Four Micro-ondes;720;;27,6;
Four Micro-ondes;721;;8,4;
Four Micro-ondes;722;;43,1;
Four Micro-ondes;820;;5,3;
Four Micro-ondes;821;;6,4;
Four Micro-ondes;822;;18,9;
Four Micro-ondes;823;;16,0;
Four Micro-ondes;908;;15,0;
Four Micro-ondes;921;;25,0;
Four Micro-ondes;922;;38,5;
Four Micro-ondes;1007;;16,9;
Fours;102;75,5;42,1;
Fours;103;139,3;210,9;
Fours;106;24,4;;
Fours;108;64,9;;
Fours;109;81,9;;
Fours;110;128,5;155,4;
Fours;201;39,5;61,8;
Fours;202;100,2;122,2;
Fours;205;27,2;26,5;
Fours;206;141,6;148,1;
Fours;207;47,3;68,5;
Fours;209;226,1;264,4;
Fours;210;8,1;17,9;
Fours;305;96,5;31,9;
Fours;306;140,4;47,2;
Fours;309;104,6;107,2;
Fours;401;120,5;;
Fours;402;64,2;205,9;
Fours;404;96,2;152,0;
Fours;406;173,7;233,5;
Fours;410;41,7;27,6;
Fours;501;117,9;;
Fours;502;225,9;228,1;
Fours;505;125,9;157,6;
Fours;508;175,3;241,4;
Fours;509;486,2;;
Fours;510;227,6;320,0;
Fours;602;138,6;99,1;
Fours;604;23,6;45,0;
Fours;605;116,6;175,3;
Fours;607;153,7;298,6;
Fours;608;21,3;23,0;
Fours;701;151,9;;
Fours;703;198,2;190,6;
Fours;704;250,5;275,2;
Fours;705;159,8;146,6;
Fours;706;66,7;43,5;
Fours;707;108,9;111,1;
Fours;709;138,2;97,1;
Fours;801;251,6;437,9;
Fours;802;227,0;;
Fours;803;161,0;202,5;
Fours;804;62,2;105,7;
Fours;805;121,0;130,3;
Fours;806;339,8;371,6;
Fours;807;149,4;43,8;
Fours;808;113,2;;
Fours;809;168,9;;
Fours;902;162,0;342,2;
Fours;903;120,6;160,8;
Fours;905;57,8;55,7;
Fours;906;136,7;;
Fours;908;143,3;183,6;
Fours;910;63,6;;
Fours;911;302,3;431,1;
Fours;912;267,5;267,3;
Fours;1001;83,2;62,3;
Fours;1004;148,0;454,1;
Fours;1006;213,0;124,9;
Fours;1007;271,6;201,6;
Fours;1008;306,7;;
Fours;1009;222,1;245,6;
Fours;1010;262,5;369,7;
Fours;1011;184,3;177,7;
Fours;120;;97,7;
Fours;123;;121,6;
Fours;326;;158,2;
Fours;420;;39,0;
Fours;421;;288,0;
Fours;620;;223,3;
Fours;720;;180,0;
Fours;721;;152,2;
Fours;820;;49,9;
Fours;821;;93,7;
Fours;822;;34,0;
Fours;823;;70,3;
Fours;921;;221,8;
Fours;922;;58,7;
Général;101;2083,6;2323,2;
Général;102;3282,7;2542,3;
Général;103;4188,0;4113,2;
Général;104;1369,0;;
Général;105;2801,9;3053,5;
Général;106;1531,0;;
Général;107;951,9;685,1;
Général;108;3376,4;;
Général;109;1535,9;;
Général;110;1166,5;1215,4;
Général;120;;2150,7;
Général;121;;1413,1;
Général;122;;1489,1;
Général;123;;1966,5;
Général;201;3436,8;3274,2;
Général;202;6532,9;5449,1;
Général;203;3920,5;3698,4;
Général;204;10056,3;10516,4;
Général;205;3040,1;3183,1;
Général;206;8603,0;12816,2;
Général;207;7061,1;7086,4;
Général;208;1094,2;;
Général;209;4563,7;4790,2;
Général;210;3965,4;4767,4;
Général;301;1345,0;1089,1;
Général;302;1411,5;1313,8;
Général;303;2608,8;2301,5;
Général;304;8446,5;;
Général;305;1665,3;1541,2;
Général;306;8126,7;6290,5;
Général;307;1196,2;;
Général;308;1539,3;1548,5;
Général;309;1395,4;1475,7;
Général;310;5097,4;6730,2;
Général;311;3351,4;3459,5;
Général;320;;1301,5;
Général;326;;1317,6;
Général;401;6033,7;;
Général;402;4721,5;4499,1;
Général;403;1582,5;1227,7;
Général;404;1396,3;1853,1;
Général;405;4492,3;1153,4;
Général;406;7369,1;7617,5;
Général;407;5560,8;3662,3;
Général;408;2271,8;;
Général;409;3621,7;3560,5;
Général;410;7809,4;8517,8;
Général;420;;1876,7;
Général;421;;1977,1;
Général;501;1276,9;;
Général;502;11529,6;12662,1;
Général;503;7011,7;6309,3;
Général;504;1251,1;1139,5;
Général;505;4806,5;3658,8;
Général;506;2554,6;2699,4;
Général;507;994,8;1065,8;
Général;508;2885,0;9556,4;
Général;509;3738,4;;
Général;510;4309,0;4958,4;
Général;520;;620,9;
Général;601;13759,9;4409,6;
Général;602;2550,6;2756,1;
Général;603;2209,2;1967,7;
Général;604;2006,0;2238,4;
Général;605;3397,2;3883,5;
Général;606;1161,1;1382,9;
Général;607;9811,4;7718,0;
Général;608;1377,1;1540,2;
Général;620;;3764,9;
Général;701;8745,5;;
Général;702;2237,3;3024,9;
Général;703;9013,3;10102,4;
Général;704;3113,1;3158,3;
Général;705;7827,2;9381,1;
Général;706;6589,5;8847,2;
Général;707;5416,2;5656,8;
Général;708;1453,6;;
Général;709;5196,7;5446,5;
Général;720;;6526,7;
Général;721;;8475,2;
Général;722;;2919,1;
Général;801;6815,5;7235,2;
Général;802;4756,1;;
Général;803;10922,3;11464,6;
Général;804;12229,9;12652,4;
Général;805;4889,1;5491,3;
Général;806;5514,0;6517,7;
Général;807;4249,8;4428,1;
Général;808;18596,2;;
Général;809;9246,2;;
Général;810;6828,7;12309,2;
Général;820;;978,8;
Général;821;;1010,4;
Général;822;;1849,6;
Général;823;;1677,7;
Général;901;1031,1;961,2;
Général;902;7480,5;8644,6;
Général;903;3271,2;3331,5;
Général;904;2179,7;;
Général;905;2412,3;2408,4;
Général;906;11342,8;;
Général;907;2981,1;2516,9;
Général;908;1123,3;1184,4;
Général;909;2327,1;2163,8;
Général;910;4510,4;;
Général;911;13974,7;13296,2;
Général;912;11081,6;11147,5;
Général;921;;9480,8;
Général;922;;1266,4;
Général;1001;3741,3;3578,1;
Général;1002;5607,3;6672,1;
Général;1003;2567,9;2415,4;
Général;1004;4316,8;5719,9;
Général;1005;2154,7;2261,8;
Général;1006;5322,1;5612,9;
Général;1007;4094,3;4558,5;
Général;1008;6385,6;;
Général;1009;4829,0;4579,4;
Général;1010;9306,8;11374,2;
Général;1011;6096,5;5365,5;
Hifi;101;1,3;0,0;HIFI
Hifi;105;;0,0;HIFI
Hifi;109;17,3;;HIFI
Hifi;121;;1,7;HIFI
Hifi;122;;16,3;HIFI
Hifi;123;;1,1;HIFI
Hifi;203;3,2;3,5;HIFI
Hifi;205;48,8;47,1;HIFI
Hifi;206;19,5;78,6;HIFI
Hifi;210;13,5;13,6;HIFI
Hifi;301;14,8;16,4;HIFI
Hifi;302;23,0;22,0;HIFI
Hifi;305;2,9;2,5;HIFI
Hifi;306;67,7;67,2;HIFI
Hifi;310;0,9;0,9;HIFI
Hifi;311;29,8;57,4;HIFI
Hifi;320;;8,3;HIFI
Hifi;403;;3,7;HIFI
Hifi;407;0,8;1,4;HIFI
Hifi;506;4,5;4,9;HIFI
Hifi;507;58,4;62,7;HIFI
Hifi;601;54,3;111,6;HIFI
Hifi;602;67,6;72,0;HIFI
Hifi;605;15,2;15,2;HIFI
Hifi;606;0,5;;HIFI
Hifi;607;31,8;32,1;HIFI
Hifi;702;147,1;151,4;HIFI
Hifi;703;11,6;1,0;HIFI
Hifi;704;51,2;55,9;HIFI
Hifi;705;11,0;6,2;HIFI
Hifi;706;1,0;1,0;HIFI
Hifi;707;0,6;2,5;HIFI
Hifi;709;3,6;4,0;HIFI
Hifi;805;1,2;1,8;HIFI
Hifi;809;41,0;;HIFI
Hifi;903;142,2;122,0;HIFI
Hifi;909;;2,1;HIFI
Hifi;911;72,5;63,2;HIFI
Hifi;912;4,3;0,3;HIFI
Hifi;922;;2,2;HIFI
Hifi;1001;1,9;2,2;HIFI
Hifi;1002;4,1;4,6;HIFI
Hifi;1005;5,1;4,5;HIFI
Hifi;1010;13,3;13,7;HIFI
Hifi;201;5,3;5,1;HIFI 2
Hottes;102;6,7;7,3;
Hottes;103;2,8;2,4;
Hottes;205;17,5;;
Hottes;206;30,3;27,8;
Hottes;207;5,6;3,0;
Hottes;208;15,5;;
Hottes;304;19,1;;
Hottes;305;11,8;11,0;
Hottes;308;8,7;13,2;
Hottes;310;0,6;2,1;
Hottes;408;6,8;;
Hottes;604;4,9;6,3;
Hottes;704;27,2;24,9;
Hottes;707;17,8;20,8;
Hottes;807;12,7;13,9;
Hottes;902;24,8;24,8;
Hottes;906;2,6;;
Hottes;1004;55,3;70,0;
Hottes;1006;27,5;27,5;
Hottes;1007;43,0;34,1;
Hottes;123;;33,9;
Hottes;320;;11,3;
Hottes;722;;9,3;
Hottes;822;;1,1;
Hottes;823;;6,9;
Hottes;1001;;3,9;
Imprimantes;104;0,4;;JET D'ENCRE
Imprimantes;106;7,7;;JET D'ENCRE
Imprimantes;108;1,5;;JET D'ENCRE
Imprimantes;201;1,4;1,3;JET D'ENCRE
Imprimantes;202;8,1;1,2;JET D'ENCRE
Imprimantes;204;11,1;23,2;JET D'ENCRE
Imprimantes;205;1,7;1,5;JET D'ENCRE
Imprimantes;209;11,0;12,3;JET D'ENCRE
Imprimantes;210;3,8;2,0;JET D'ENCRE
Imprimantes;301;0,2;0,8;JET D'ENCRE
Imprimantes;304;2,4;;JET D'ENCRE
Imprimantes;305;0,2;0,3;JET D'ENCRE
Imprimantes;307;63,1;;JET D'ENCRE
Imprimantes;308;2,9;7,6;JET D'ENCRE
Imprimantes;311;10,4;10,8;JET D'ENCRE
Imprimantes;404;14,7;20,1;JET D'ENCRE
Imprimantes;407;51,1;4,1;JET D'ENCRE
Imprimantes;505;0,8;;JET D'ENCRE
Imprimantes;508;0,3;0,2;JET D'ENCRE
Imprimantes;509;21,6;;JET D'ENCRE
Imprimantes;510;0,2;0,3;JET D'ENCRE
Imprimantes;601;9,5;9,7;JET D'ENCRE
Imprimantes;602;1,2;1,2;JET D'ENCRE
Imprimantes;603;0,5;0,2;JET D'ENCRE
Imprimantes;604;11,2;11,4;JET D'ENCRE
Imprimantes;605;21,7;;JET D'ENCRE
Imprimantes;606;0,6;0,6;JET D'ENCRE
Imprimantes;701;0,4;;JET D'ENCRE
Imprimantes;709;1,4;1,5;JET D'ENCRE
Imprimantes;804;1,4;17,1;JET D'ENCRE
Imprimantes;806;10,3;6,6;JET D'ENCRE
Imprimantes;807;54,9;;JET D'ENCRE
Imprimantes;808;3,5;;JET D'ENCRE
Imprimantes;809;5,1;;JET D'ENCRE
Imprimantes;810;1,8;1,7;JET D'ENCRE
Imprimantes;904;139,8;;JET D'ENCRE
Imprimantes;905;0,2;0,0;JET D'ENCRE
Imprimantes;908;0,3;0,2;JET D'ENCRE
Imprimantes;1002;2,1;1,4;JET D'ENCRE
Imprimantes;1004;3,0;2,6;JET D'ENCRE
Imprimantes;1005;0,4;0,6;JET D'ENCRE
Imprimantes;1006;3,7;20,8;JET D'ENCRE
Imprimantes;1007;1,9;3,4;JET D'ENCRE
Imprimantes;1008;0,9;;JET D'ENCRE
Imprimantes;1011;4,1;13,5;JET D'ENCRE
Imprimantes;503;;0,1;JET D'ENCRE
Imprimantes;520;;0,3;JET D'ENCRE
Imprimantes;922;;1,0;JET D'ENCRE
Imprimantes;105;0,3;0,2;LASER
Imprimantes;206;61,6;2,6;LASER
Imprimantes;302;0,4;0,5;LASER
Imprimantes;410;1,6;1,2;LASER
Imprimantes;803;17,8;8,6;LASER
Imprimantes;902;49,3;50,7;LASER
Imprimantes;907;0,2;0,1;LASER
Imprimantes;1001;1,8;0,4;LASER
Imprimantes;326;;1,9;LASER
Lave linge;102;59,8;16,6;HUBLOT
Lave linge;104;99,3;;HUBLOT
Lave linge;105;199,0;187,5;HUBLOT
Lave linge;107;11,4;8,8;HUBLOT
Lave linge;108;23,8;;HUBLOT
Lave linge;110;67,7;98,5;HUBLOT
Lave linge;201;59,7;55,8;HUBLOT
Lave linge;202;124,0;131,5;HUBLOT
Lave linge;203;60,2;55,5;HUBLOT
Lave linge;204;11,9;22,5;HUBLOT
Lave linge;205;59,4;66,7;HUBLOT
Lave linge;206;247,0;256,7;HUBLOT
Lave linge;207;39,5;45,4;HUBLOT
Lave linge;209;114,2;125,5;HUBLOT
Lave linge;210;35,0;59,8;HUBLOT
Lave linge;301;92,0;88,5;HUBLOT
Lave linge;303;25,6;20,0;HUBLOT
Lave linge;304;106,9;;HUBLOT
Lave linge;306;68,6;72,7;HUBLOT
Lave linge;307;32,4;;HUBLOT
Lave linge;308;88,6;67,2;HUBLOT
Lave linge;310;12,1;14,9;HUBLOT
Lave linge;311;138,0;133,4;HUBLOT
Lave linge;402;38,7;59,3;HUBLOT
Lave linge;403;87,9;54,4;HUBLOT
Lave linge;404;41,9;75,1;HUBLOT
Lave linge;406;131,2;89,2;HUBLOT
Lave linge;409;93,8;129,4;HUBLOT
Lave linge;502;326,2;335,1;HUBLOT
Lave linge;503;136,8;141,9;HUBLOT
Lave linge;505;82,4;81,7;HUBLOT
Lave linge;507;19,6;29,7;HUBLOT
Lave linge;508;330,2;318,0;HUBLOT
Lave linge;510;126,1;160,6;HUBLOT
Lave linge;601;222,9;285,2;HUBLOT
Lave linge;602;77,5;114,5;HUBLOT
Lave linge;605;107,9;91,6;HUBLOT
Lave linge;607;159,5;90,9;HUBLOT
Lave linge;608;17,7;17,5;HUBLOT
Lave linge;701;104,0;;HUBLOT
Lave linge;702;56,8;62,2;HUBLOT
Lave linge;703;140,6;137,2;HUBLOT
Lave linge;704;97,1;105,0;HUBLOT
Lave linge;707;60,1;60,2;HUBLOT
Lave linge;802;202,7;;HUBLOT
Lave linge;803;97,8;179,7;HUBLOT
Lave linge;804;123,1;146,2;HUBLOT
Lave linge;805;101,4;145,9;HUBLOT
Lave linge;806;100,5;108,1;HUBLOT
Lave linge;807;174,3;211,3;HUBLOT
Lave linge;809;239,3;;HUBLOT
Lave linge;810;54,7;66,5;HUBLOT
Lave linge;902;440,7;442,0;HUBLOT
Lave linge;903;50,2;55,9;HUBLOT
Lave linge;904;49,1;;HUBLOT
Lave linge;905;47,6;64,5;HUBLOT
Lave linge;906;289,2;;HUBLOT
Lave linge;907;17,1;12,7;HUBLOT
Lave linge;908;37,4;42,6;HUBLOT
Lave linge;910;66,7;;HUBLOT
Lave linge;911;99,0;100,8;HUBLOT
Lave linge;1001;58,8;43,4;HUBLOT
Lave linge;1002;61,2;55,4;HUBLOT
Lave linge;1003;40,8;37,1;HUBLOT
Lave linge;1004;216,6;205,0;HUBLOT
Lave linge;1007;178,8;72,4;HUBLOT
Lave linge;1008;134,3;;HUBLOT
Lave linge;1009;96,5;115,6;HUBLOT
Lave linge;1010;104,2;120,1;HUBLOT
Lave linge;1011;244,6;247,8;HUBLOT
Lave linge;120;;57,6;HUBLOT
Lave linge;121;;109,4;HUBLOT
Lave linge;123;;178,9;HUBLOT
Lave linge;320;;5,8;HUBLOT
Lave linge;326;;38,5;HUBLOT
Lave linge;420;;34,3;HUBLOT
Lave linge;421;;80,8;HUBLOT
Lave linge;520;;27,2;HUBLOT
Lave linge;720;;88,2;HUBLOT
Lave linge;721;;75,8;HUBLOT
Lave linge;722;;167,0;HUBLOT
Lave linge;820;;63,4;HUBLOT
Lave linge;821;;93,1;HUBLOT
Lave linge;822;;43,4;HUBLOT
Lave linge;823;;78,3;HUBLOT
Lave linge;922;;19,4;HUBLOT
Lave linge;305;93,7;230,2;SÉCHANTE
Lave linge;405;13,3;3,8;SÉCHANTE
Lave linge;504;36,9;39,1;SÉCHANTE
Lave linge;801;134,3;282,4;SÉCHANTE
Lave linge;101;39,8;44,6;TOP
Lave linge;103;54,2;64,0;TOP
Lave linge;106;62,9;;TOP
Lave linge;109;116,6;;TOP
Lave linge;208;16,1;;TOP
Lave linge;302;94,1;88,1;TOP
Lave linge;309;27,4;16,8;TOP
Lave linge;401;183,9;;TOP
Lave linge;407;120,6;39,4;TOP
Lave linge;410;29,1;26,9;TOP
Lave linge;501;145,5;;TOP
Lave linge;506;33,6;33,4;TOP
Lave linge;509;88,3;;TOP
Lave linge;603;176,1;176,9;TOP
Lave linge;604;86,3;67,7;TOP
Lave linge;606;89,5;131,9;TOP
Lave linge;705;138,1;126,8;TOP
Lave linge;706;61,9;94,0;TOP
Lave linge;708;80,1;;TOP
Lave linge;709;59,9;54,3;TOP
Lave linge;808;138,0;;TOP
Lave linge;901;53,1;62,4;TOP
Lave linge;909;55,7;44,9;TOP
Lave linge;912;96,0;93,7;TOP
Lave linge;1005;38,1;40,3;TOP
Lave linge;1006;172,0;188,8;TOP
Lave linge;122;;74,2;TOP
Lave linge;620;;69,2;TOP
Lave linge;921;;110,7;TOP
Lave vaisselle;102;54,2;30,0;
Lave vaisselle;103;76,1;66,6;
Lave vaisselle;104;92,6;;
Lave vaisselle;105;405,3;448,1;
Lave vaisselle;108;27,6;;
Lave vaisselle;109;142,1;;
Lave vaisselle;201;150,6;132,7;
Lave vaisselle;202;195,3;330,1;
Lave vaisselle;206;395,3;250,9;
Lave vaisselle;207;57,2;47,5;
Lave vaisselle;209;311,9;306,9;
Lave vaisselle;210;3,4;30,6;
Lave vaisselle;301;73,7;74,8;
Lave vaisselle;302;109,8;98,1;
Lave vaisselle;304;251,1;;
Lave vaisselle;305;205,7;275,8;
Lave vaisselle;310;59,9;104,1;
Lave vaisselle;311;166,9;216,4;
Lave vaisselle;401;188,1;;
Lave vaisselle;402;110,2;129,9;
Lave vaisselle;403;123,0;104,7;
Lave vaisselle;407;113,8;39,4;
Lave vaisselle;409;122,3;148,9;
Lave vaisselle;410;117,3;154,0;
Lave vaisselle;501;46,7;;
Lave vaisselle;502;75,6;90,0;
Lave vaisselle;503;85,9;74,1;
Lave vaisselle;505;321,6;312,3;
Lave vaisselle;507;33,9;37,1;
Lave vaisselle;508;237,1;242,6;
Lave vaisselle;510;185,2;114,4;
Lave vaisselle;601;133,0;169,7;
Lave vaisselle;604;170,5;160,2;
Lave vaisselle;605;358,5;412,6;
Lave vaisselle;606;92,3;108,8;
Lave vaisselle;607;248,1;218,8;
Lave vaisselle;608;23,0;49,7;
Lave vaisselle;701;149,0;;
Lave vaisselle;702;210,3;235,4;
Lave vaisselle;703;186,4;252,6;
Lave vaisselle;704;306,1;344,8;
Lave vaisselle;705;137,0;129,2;
Lave vaisselle;706;91,5;122,7;
Lave vaisselle;707;72,8;70,5;
Lave vaisselle;708;60,3;;
Lave vaisselle;709;61,5;82,6;
Lave vaisselle;801;233,2;335,7;
Lave vaisselle;802;263,6;;
Lave vaisselle;804;117,4;198,9;
Lave vaisselle;805;154,5;194,3;
Lave vaisselle;806;103,9;106,9;
Lave vaisselle;807;128,3;188,3;
Lave vaisselle;808;217,5;;
Lave vaisselle;809;153,7;;
Lave vaisselle;810;235,6;300,3;
Lave vaisselle;902;523,9;489,4;
Lave vaisselle;903;313,6;413,8;
Lave vaisselle;905;90,2;98,7;
Lave vaisselle;908;12,3;1,0;
Lave vaisselle;909;50,1;43,7;
